"KEY_ID","ENDC","CMNTS"
"H-22-AV-TAN-2174",NA,"E201:21/jan"
"H-22-AV-TAN-2175",NA,"E101:02/jun | S1AG:20/jun | E201:19/jan"
"H-22-AV-TAN-2176",NA,"E201:23/jan"
"H-22-AV-TAN-2177",NA,"E201:17/jan | E201:1"
"H-22-AV-TAN-2178",NA,"E201:19/jan"
"H-22-AV-TAN-2179",NA,"S1AG:20/jun | E201:19/jan | E101:02/jun"
"H-22-AV-TAN-2180",NA,"E201:grm  | E201:grm | E201:25/jan"
"H-22-AV-TAN-2181",NA,"E201:19/jan"
"H-22-AV-TAN-2182",NA,"E201:23/jan"
"H-22-AV-TAN-2183",NA,"E201:17/jan | E201:2 exposed tip"
"H-22-AV-TAN-2184",NA,"E201:23/jan"
"H-22-AV-TAN-2186",NA,"E201:21/jan"
"H-22-AV-TAN-2187",NA,"E201:17/jan | E201:2"
"H-22-AV-TAN-2188",NA,"E201:23/jan"
"H-22-AV-TAN-2189",NA,"E201:23/jan"
"H-22-AV-TAN-2190",NA,"E201:23/jan"
"H-22-AV-TAN-2191",NA,"E201:2 | E201:17/jan"
"H-22-AV-TAN-2193",NA,"E201:17/jan | E201:planta fraca "
"H-22-AV-TAN-2194",NA,"E201:21/jan"
"H-22-AV-TAN-2195",NA,"E201:23/jan"
"H-22-AV-TAN-2196",NA,"E201:23/jan"
"H-22-AV-TAN-2197",NA,"E201:19/jan"
"H-22-AV-TAN-2198",NA,"S1AG:24/jun | E201:25/jan | E101:08/jun"
"H-22-AV-TAN-2199",NA,"E201:testador melhorar profundidade grão  | E201:17/jan | S1AG:22/jun | E101:04/jun"
"H-22-AV-TAN-2200",NA,"E201:21/jan | S1AG:24/jun | E101:10/jun"
"H-22-AV-TAN-2201",NA,"E201:19/jan"
"H-22-AV-TAN-2203",NA,"E201:19/jan"
"H-22-AV-TAN-2204",NA,"E201:25/jan"
"H-22-AV-TAN-2206",NA,"E201:21/jan"
"H-22-AV-TAN-2207",NA,"E201:21/jan"
"H-22-AV-TAN-2208",NA,"E201:19/jan"
"H-22-AV-TAN-2210",NA,"E201:17/jan | S1AG:20/jun | E101:02/jun"
"H-22-AV-TAN-2211",NA,"S1AG:24/jun | E101:08/jun | E201:23/jan"
"H-22-AV-TAN-2212",NA,"E201:3 | E201:17/jan"
"H-22-AV-TAN-2213",NA,"E201:21/jan"
"H-22-AV-TAN-2214",NA,"E201:21/jan"
"H-22-AV-TAN-2215",NA,"E201:23/jan"
"H-22-AV-TAN-2216",NA,"E201:19/jan | E201:2 ears"
"H-22-AV-TAN-2217",NA,"E201:19/jan"
"H-22-AV-TAN-2218",NA,"E201:19/jan"
"H-22-AV-TAN-2219",NA,"E201:21/jan"
"H-22-AV-TAN-2220",NA,"E201:19/jan"
"H-22-AV-TAN-2221",NA,"E201:21/jan"
"H-22-AV-TAN-2222",NA,"E201:19/jan | E101:02/jun | S1AG:18/jun"
"H-22-AV-TAN-2223",NA,"S1AG:24/jun | E201:23/jan | E101:08/jun"
"H-22-AV-TAN-2224",NA,"E201:19/jan"
"H-22-AV-TAN-2225",NA,"E201:23/jan"
"H-22-AV-TAN-2226",NA,"E101:10/jun | E201:25/jan | S1AG:24/jun | E201:testador pra melhorar calibre, qualidade muito boa"
"H-22-AV-TAN-2227",NA,"E201:19/jan"
"H-22-AV-TAN-2228",NA,"S1AG:24/jun | E101:10/jun | E201:25/jan"
"H-22-AV-TAN-2229",NA,"E201:19/jan"
"H-22-AV-TAN-2230",NA,"S1AG:24/jun | E201:23/jan | E101:08/jun"
"H-22-AV-TAN-2231",NA,"E201:19/jan"
"H-22-AV-TAN-2232",NA,"E201:23/jan"
"H-22-AV-TAN-2233",NA,"E201:17/jan"
"H-22-AV-TAN-2234",NA,"E201:23/jan"
"H-22-AV-TAN-2235",NA,"E201:17/jan"
"H-22-AV-TAN-2236",NA,"E201:25/jan"
"H-22-AV-TAN-2237",NA,"E201:17/jan | E101:02/jun | S1AG:20/jun | E201:testador melhor hsc"
"H-22-AV-TAN-2238",NA,"E201:19/jan"
"H-22-AV-TAN-2240",NA,"E201:21/jan"
"H-22-AV-TAN-2241",NA,"E201:17/jan | S1AG:20/jun | E101:02/jun | E201:testador melhorar hsc "
"H-22-AV-TAN-2242",NA,"E201:21/jan"
"H-22-AV-TAN-2243",NA,"E101:hy bom scr2  | S1AG:scr2  | S1AG:20/jun | E201:testador 251 | E201:17/jan | E101:02/jun"
"H-22-AV-TAN-2245",NA,"E201:17/jan"
"H-22-AV-TAN-2246",NA,"E101:08/jun | E201:23/jan | S1AG:24/jun"
"H-22-AV-TAN-2247",NA,"E101:02/jun | E201:19/jan | S1AG:20/jun"
"H-22-AV-TAN-2248",NA,"E201:23/jan"
"H-22-AV-TAN-2249",NA,"E201:23/jan"
"H-22-AV-TAN-2250",NA,"E201:17/jan"
"H-22-AV-TAN-2251",NA,"E201:21/jan"
"H-22-AV-TAN-2252",NA,"E201:17/jan | E201:testador 251 | S1AG:16/jun | E101:02/jun"
"H-22-AV-TAN-2253",NA,"S1AG:20/jun | E101:06/jun | E201:19/jan"
"H-22-AV-TAN-2254",NA,"E101:02/jun | E201:testador porte de planta muito bom  | E201:17/jan | S1AG:scr2  | S1AG:20/jun | E101:pls"
"H-22-AV-TAN-2255",NA,"E201:17/jan | E201:2"
"H-22-AV-TAN-2256",NA,"E201:21/jan"
"H-22-AV-TAN-2257",NA,"E201:25/jan | E101:08/jun | S1AG:24/jun"
"H-22-AV-TAN-2258",NA,"E201:21/jan | S1AG:22/jun | E101:08/jun"
"H-22-AV-TAN-2259",NA,"E101:06/jun | S1AG:22/jun | E201:19/jan"
"H-22-AV-TAN-2260",NA,"E201:25/jan | E101:08/jun | S1AG:22/jun"
"H-22-AV-TAN-2261",NA,"E201:19/jan"
"H-22-AV-TAN-2262",NA,"E201:25/jan | E101:10/jun | S1AG:24/jun"
"H-22-AV-TAN-2263",NA,"E201:21/jan"
"H-22-AV-TAN-2264",NA,"S1AG:24/jun | E201:23/jan | E101:08/jun"
"H-22-AV-TAN-2265",NA,"E201:19/jan"
"H-22-AV-TAN-2266",NA,"E201:21/jan | S1AG:22/jun | E101:06/jun"
"H-22-AV-TAN-2267",NA,"S1AG:20/jun | E201:17/jan | E101:02/jun"
"H-22-AV-TAN-2268",NA,"E201:21/jan"
"H-22-AV-TAN-2269",NA,"E201:19/jan | E201:1"
"H-22-AV-TAN-2271",NA,"E201:alto  | E201:17/jan"
"H-22-AV-TAN-2273",NA,"E201:21/jan | E201:grm"
"H-22-AV-TAN-2274",NA,"S1AG:24/jun | E101:10/jun | E201:21/jan"
"H-22-AV-TAN-2275",NA,"E201:17/jan | E201:4"
"H-22-AV-TAN-2276",NA,"E201:21/jan"
"H-22-AV-TAN-2277",NA,"E201:1 | E201:17/jan"
"H-22-AV-TAN-2278",NA,"E201:19/jan"
"H-22-AV-TAN-2279",NA,"E201:21/jan"
"H-22-AV-TAN-2280",NA,"E201:23/jan"
"H-22-AV-TAN-2282",NA,"E201:23/jan"
"H-22-AV-TAN-2283",NA,"E201:2 | E201:19/jan"
"H-22-AV-TAN-2284",NA,"E201:21/jan | E101:08/jun | S1AG:24/jun"
"H-22-AV-TAN-2285",NA,"E201:19/jan"
"H-22-AV-TAN-2286",NA,"E201:19/jan"
"H-22-AV-TAN-2287",NA,"E101:10/jun | E201:21/jan | S1AG:22/jun"
"H-22-AV-TAN-2288",NA,"E201:19/jan"
"H-22-AV-TAN-2289",NA,"E201:21/jan"
"H-22-AV-TAN-2290",NA,"E201:17/jan | E201:3"
"H-22-AV-TAN-2291",NA,"S1AG:22/jun | E101:08/jun | E201:23/jan"
"H-22-AV-TAN-2292",NA,"E201:21/jan"
"H-22-AV-TAN-2293",NA,"E201:19/jan"
"H-22-AV-TAN-2294",NA,"E201:19/jan"
"H-22-AV-TAN-2295",NA,"E201:23/jan"
"H-22-AV-TAN-2296",NA,"E201:planta fraca | E201:19/jan"
"H-22-AV-TAN-2297",NA,"E201:21/jan"
"H-22-AV-TAN-2298",NA,"E201:21/jan"
"H-22-AV-TAN-2299",NA,"E201:23/jan"
"H-22-AV-TAN-2300",NA,"E201:21/jan"
"H-22-AV-TAN-2301",NA,"E201:21/jan"
"H-22-AV-TAN-2302",NA,"E201:21/jan | E101:08/jun | S1AG:24/jun"
"H-22-AV-TAN-2303",NA,"E201:2 | E201:19/jan"
"H-22-AV-TAN-2304",NA,"E201:23/jan | S1AG:24/jun | E101:08/jun"
"H-22-AV-TAN-2305",NA,"E201:17/jan"
"H-22-AV-TAN-2306",NA,"E201:21/jan"
"H-22-AV-TAN-2307",NA,"E101:04/jun | S1AG:20/jun | E201:17/jan | E201:espiga fraca, planta sadia, testador melhorar padrão de espiga "
"H-22-AV-TAN-2308",NA,"E201:21/jan"
"H-22-AV-TAN-2309",NA,"E201:23/jan"
"H-22-AV-TAN-2311",NA,"E201:23/jan"
"H-22-AV-TAN-2312",NA,"E201:17/jan | E201:1"
"H-22-AV-TAN-2313",NA,"E201:21/jan"
"H-22-AV-TAN-2314",NA,"E201:21/jan"
"H-22-AV-TAN-2315",NA,"E201:23/jan"
"H-22-AV-TAN-2316",NA,"E101:06/jun | E201:21/jan | S1AG:20/jun"
"H-22-AV-TAN-2317",NA,"E201:19/jan | S1AG:20/jun | E101:04/jun"
"H-22-AV-TAN-2318",NA,"E201:17/jan | E201:observar comprimento espiga no inverno | E101:02/jun | S1AG:16/jun"
"H-22-AV-TAN-2319",NA,"E201:19/jan | S1AG:20/jun | E101:06/jun"
"H-22-AV-TAN-2320",NA,"E201:17/jan"
"H-22-AV-TAN-2321",NA,"E201:19/jan"
"H-22-AV-TAN-2322",NA,"E201:19/jan"
"H-22-AV-TAN-2323",NA,"E201:2 | E201:19/jan"
"H-22-AV-TAN-2324",NA,"S1AG:22/jun | E101:06/jun | E201:21/jan"
"H-22-AV-TAN-2325",NA,"E201:1 | E201:21/jan"
"H-22-AV-TAN-2326",NA,"E201:23/jan"
"H-22-AV-TAN-2327",NA,"E201:21/jan"
"H-22-AV-TAN-2328",NA,"E201:23/jan"
"H-22-AV-TAN-2329",NA,"E201:19/jan"
"H-22-AV-TAN-2330",NA,"E201:23/jan"
"H-22-AV-TAN-2331",NA,"E201:19/jan"
"H-22-AV-TAN-2332",NA,"E101:10/jun | S1AG:24/jun | E201:23/jan"
"H-22-AV-TAN-2333",NA,"E201:2 | E201:19/jan"
"H-22-AV-TAN-2334",NA,"E201:25/jan"
"H-22-AV-TAN-2335",NA,"E201:19/jan"
"H-22-AV-TAN-2336",NA,"E201:21/jan"
"H-22-AV-TAN-2338",NA,"E201:21/jan"
"H-22-AV-TAN-2339",NA,"E201:21/jan"
"H-22-AV-TAN-2341",NA,"E201:21/jan"
"H-22-AV-TAN-2342",NA,"E201:17/jan"
"H-22-AV-TAN-2343",NA,"E201:19/jan"
"H-22-AV-TAN-2345",NA,"E201:23/jan"
"H-22-AV-TAN-2346",NA,"E201:21/jan"
"H-22-AV-TAN-2347",NA,"E201:testador 251 | E101:04/jun | S1AG:20/jun | E201:17/jan"
"H-22-AV-TAN-2348",NA,"E201:21/jan"
"H-22-AV-TAN-2349",NA,"E201:19/jan"
"H-22-AV-TAN-2350",NA,"S1AG:22/jun | E101:06/jun | E201:21/jan"
"H-22-AV-TAN-2351",NA,"E201:21/jan"
"H-22-AV-TAN-2352",NA,"E201:23/jan | E101:10/jun | E101:scr2  | S1AG:22/jun"
"H-22-AV-TAN-2353",NA,"E101:02/jun | E201:testador 251 | E201:17/jan | S1AG:18/jun"
"H-22-AV-TAN-2354",NA,"E201:21/jan"
"H-22-AV-TAN-2355",NA,"E201:17/jan | E201:3"
"H-22-AV-TAN-2356",NA,"E201:25/jan"
"H-22-AV-TAN-2357",NA,"E201:19/jan"
"H-22-AV-TAN-2358",NA,"E201:21/jan"
"H-22-AV-TAN-2359",NA,"E201:19/jan"
"H-22-AV-TAN-2360",NA,"E201:3 | E201:21/jan"
"H-22-AV-TAN-2361",NA,"E201:19/jan"
"H-22-AV-TAN-2362",NA,"E201:19/jan"
"H-22-AV-TAN-2363",NA,"E201:21/jan"
"H-22-AV-TAN-2364",NA,"E101:06/jun | E201:21/jan | S1AG:20/jun"
"H-22-AV-TAN-2365",NA,"E201:25/jan"
"H-22-AV-TAN-2366",NA,"E201:21/jan"
"H-22-AV-TAN-2368",NA,"E201:23/jan"
"H-22-AV-TAN-2369",NA,"E201:21/jan"
"H-22-AV-TAN-2370",NA,"E201:19/jan"
"H-22-AV-TAN-2371",NA,"E201:21/jan"
"H-22-AV-TAN-2372",NA,"E201:23/jan"
"H-22-AV-TAN-2374",NA,"E201:21/jan | E201:1"
"H-22-AV-TAN-2375",NA,"E201:21/jan"
"H-22-AV-TAN-2376",NA,"E201:21/jan"
"H-22-AV-TAN-2377",NA,"E201:21/jan"
"H-22-AV-TAN-2378",NA,"E201:23/jan"
"H-22-AV-TAN-2379",NA,"E201:21/jan"
"H-22-AV-TAN-2380",NA,"E201:23/jan"
"H-22-AV-TAN-2381",NA,"E201:21/jan"
"H-22-AV-TAN-2382",NA,"E201:21/jan"
"H-22-AV-TAN-2383",NA,"E201:19/jan"
"H-22-AV-TAN-2384",NA,"E201:17/jan"
"H-22-AV-TAN-2385",NA,"S1AG:20/jun | E201:19/jan | E201:testador 251 e 263 | E101:06/jun"
"H-22-AV-TAN-2386",NA,"E201:19/jan"
"H-22-AV-TAN-2387",NA,"S1AG:20/jun | E201:19/jan | E101:06/jun"
"H-22-AV-TAN-2388",NA,"E201:15/jan | E201:4"
"H-22-AV-TAN-2389",NA,"E201:19/jan"
"H-22-AV-TAN-2390",NA,"S1AG:20/jun | E201:19/jan | E101:06/jun"
"H-22-AV-TAN-2391",NA,"E201:17/jan | E201:1"
"H-22-AV-TAN-2392",NA,"E201:21/jan"
"H-22-AV-TAN-2393",NA,"E201:19/jan | E101:04/jun | S1AG:18/jun"
"H-22-AV-TAN-2394",NA,"E101:08/jun | S1AG:22/jun | E201:19/jan"
"H-22-AV-TAN-2395",NA,"E201:21/jan"
"H-22-AV-TAN-2396",NA,"E201:19/jan"
"H-22-AV-TAN-2397",NA,"E201:21/jan"
"H-22-AV-TAN-2398",NA,"E201:21/jan | E101:10/jun | S1AG:22/jun"
"H-22-AV-TAN-2399",NA,"E201:1 | E201:15/jan"
"H-22-AV-TAN-2400",NA,"E201:19/jan"
"H-22-AV-TAN-2401",NA,"E101:02/jun | E201:17/jan | E201:testador, inserção excelente  | S1AG:16/jun"
"H-22-AV-TAN-2402",NA,"E201:21/jan"
"H-22-AV-TAN-2403",NA,"E201:21/jan"
"H-22-AV-TAN-2404",NA,"E201:21/jan"
"H-22-AV-TAN-2405",NA,"E201:17/jan"
"H-22-AV-TAN-2406",NA,"E201:21/jan"
"H-22-AV-TAN-2407",NA,"E201:19/jan"
"H-22-AV-TAN-2408",NA,"E201:21/jan"
"H-22-AV-TAN-2409",NA,"E201:19/jan"
"H-22-AV-TAN-2410",NA,"E201:19/jan"
"H-22-AV-TAN-2411",NA,"E201:21/jan"
"H-22-AV-TAN-2412",NA,"E201:19/jan"
"H-22-AV-TAN-2413",NA,"E201:19/jan"
"H-22-AV-TAN-2414",NA,"E201:19/jan"
"H-22-AV-TAN-2415",NA,"E201:21/jan"
"H-22-AV-TAN-2417",NA,"E201:21/jan | E101:08/jun | S1AG:20/jun"
"H-22-AV-TAN-2418",NA,"E201:17/jan"
"H-22-AV-TAN-2419",NA,"E201:21/jan"
"H-22-AV-TAN-2422",NA,"E201:21/jan"
"H-22-AV-TAN-2423",NA,"E201:21/jan"
"H-22-AV-TAN-2424",NA,"E201:23/jan"
"H-22-AV-TAN-2425",NA,"E201:21/jan"
"H-22-AV-TAN-2426",NA,"E201:21/jan | S1AG:24/jun | E101:10/jun"
"H-22-AV-TAN-2427",NA,"E201:17/jan | E201:1"
"H-22-AV-TAN-2428",NA,"E201:21/jan"
"H-22-AV-TAN-2429",NA,"E201:19/jan"
"H-22-AV-TAN-2430",NA,"E201:19/jan"
"H-22-AV-TAN-2431",NA,"E201:21/jan"
"H-22-AV-TAN-2432",NA,"E101:08/jun | E201:23/jan | S1AG:24/jun"
"H-22-AV-TAN-2433",NA,"E101:04/jun | E201:17/jan | A203:really bad qual, bad tip fill | A203:bad plant  | S1AG:16/jun | A203:08/jan | E201:testador 251"
"H-22-AV-TAN-2434",NA,"E201:3,4 | E201:13/jan"
"H-22-AV-TAN-2435",NA,"E201:23/jan"
"H-22-AV-TAN-2436",NA,"E201:21/jan"
"H-22-AV-TAN-2437",NA,"E201:3 | E201:17/jan"
"H-22-AV-TAN-2438",NA,"E201:17/jan | E201:3"
"H-22-AV-TAN-2439",NA,"E201:25/jan"
"H-22-AV-TAN-2440",NA,"E201:17/jan"
"H-22-AV-TAN-2441",NA,"E201:23/jan"
"H-22-AV-TAN-2442",NA,"E201:23/jan"
"H-22-AV-TAN-2443",NA,"E201:25/jan"
"H-22-AV-TAN-2444",NA,"E201:21/jan"
"H-22-AV-TAN-2445",NA,"E201:25/jan"
"H-22-AV-TAN-2446",NA,"E201:21/jan"
"H-22-AV-TAN-2447",NA,"E201:23/jan"
"H-22-AV-TAN-2448",NA,"E201:19/jan"
"H-22-AV-TAN-2449",NA,"E201:21/jan"
"H-22-AV-TAN-2450",NA,"E201:1 | E201:19/jan"
"H-22-AV-TAN-2451",NA,"E201:21/jan"
"H-22-AV-TAN-2452",NA,"E201:21/jan"
"H-22-AV-TAN-2453",NA,"E201:17/jan | E201:planta fraca "
"H-22-AV-TAN-2454",NA,"E201:19/jan"
"H-22-AV-TAN-2455",NA,"E201:17/jan | E201:enfezamento "
"H-22-AV-TAN-2456",NA,"E201:23/jan"
"H-22-AV-TAN-2457",NA,"E201:19/jan"
"H-22-AV-TAN-2458",NA,"E201:21/jan"
"H-22-AV-TAN-2459",NA,"E201:19/jan"
"H-22-AV-TAN-2460",NA,"E201:25/jan"
"H-22-AV-TAN-2461",NA,"E201:3 | E201:19/jan"
"H-22-AV-TAN-2462",NA,"E201:23/jan"
"H-22-AV-TAN-2463",NA,"E201:19/jan"
"H-22-AV-TAN-2464",NA,"E201:21/jan"
"H-22-AV-TAN-2465",NA,"E201:25/jan"
"H-22-AV-TAN-2466",NA,"E201:23/jan"
"H-22-AV-TAN-2467",NA,"E201:1 | E201:17/jan"
"H-22-AV-TAN-2468",NA,"E201:21/jan"
"H-22-AV-TAN-2469",NA,"E201:19/jan | E101:04/jun | S1AG:20/jun"
"H-22-AV-TAN-2470",NA,"S1AG:24/jun | E101:10/jun | E201:23/jan"
"H-22-AV-TAN-2471",NA,"E201:17/jan | E201:planta fraca"
"H-22-AV-TAN-2472",NA,"E201:19/jan"
"H-22-AV-TAN-2473",NA,"E201:17/jan | E201:planta fraca"
"H-22-AV-TAN-2474",NA,"E201:21/jan"
"H-22-AV-TAN-2475",NA,"E201:enfezamento  | E201:17/jan"
"H-22-AV-TAN-2476",NA,"E201:21/jan"
"H-22-AV-TAN-2477",NA,"E201:2 | E201:17/jan"
"H-22-AV-TAN-2478",NA,"E201:23/jan"
"H-22-AV-TAN-2479",NA,"E201:19/jan"
"H-22-AV-TAN-2481",NA,"E201:25/jan"
"H-22-AV-TAN-2482",NA,"E201:19/jan"
"H-22-AV-TAN-2483",NA,"E201:25/jan"
"H-22-AV-TAN-2484",NA,"E201:19/jan"
"H-22-AV-TAN-2485",NA,"E201:3 | E201:15/jan"
"H-22-AV-TAN-2486",NA,"E201:19/jan"
"H-22-AV-TAN-2487",NA,"E201:21/jan"
"H-22-AV-TAN-2489",NA,"E201:19/jan | S1AG:18/jun | E101:04/jun"
"H-22-AV-TAN-2490",NA,"E201:25/jan | E101:10/jun | S1AG:24/jun"
"H-22-AV-TAN-2559",NA,"E202:3 | S2AG:05/fev | E202:18/jan"
"H-22-AV-TAN-2560",NA,"E201:21/jan"
"H-22-AV-TAN-2563",NA,"E201:21/jan"
"H-22-AV-TAN-2564",NA,"E201:19/jan"
"H-22-AV-TAN-2565",NA,"E201:17/jan"
"H-22-AV-TAN-2567",NA,"E201:19/jan"
"H-22-AV-TAN-2569",NA,"E201:19/jan"
"H-23-AV-TAP-1339",NA,"A203:zero planta | A203:grm"
"H-23-AV-TAQ-1072",NA,"A203:não colher germinação muito ruim  | A203:14/jan | A203:no stand"
"KQ1708N",NA,"B102:02/jun | B102:germ  | S1FU:; | S1FU:20/jun"
"KQ2218N",NA,"B102:germ  | B102:10/jun | S1FU:24/jun | S1FU:;"
"KQ2613N",NA,"S1FU:24/jun | S1FU:;7 | B102:enfezamento  | B102:10/jun"
"KQ3280N",NA,"B102:germ | B102:12/jun | S1FU:5;7 | S1FU:26/jun"
"KQ3397N",NA,"A202:19/jan | S2FU:2X | S2FU:07/fev | S2FU:7 | A202:2X"
"KQ4039N",NA,"B102:04/jun | S1FU:;7 | B102:enfezamento  | S1FU:20/jun"
"KQ4042N",NA,"B102:04/jun | B102:enfezamento  | S1FU:18/jun | S1FU:;7"
"KQ4049N",NA,"S1FU:;7 | B102:06/jun | S1FU:22/jun | B102:enfezamento "
"KQ4051N",NA,"S1FU:16/jun | S1FU:;7 | B102:enfezamento  | B102:04/jun"
"KQ4053N",NA,"S1FU:18/jun | B102:enfezamento  | B102:04/jun | S1FU:;7"
"KQ4058N",NA,"B102:enfezamento  | S1FU:18/jun | B102:04/jun | S1FU:;7"
"KQ4060N",NA,"B102:31/mai | B102:enfezamento  | S1FU:16/jun | S1FU:;8"
"KQ4061N",NA,"S1FU:20/jun | B102:enfezamento  | S1FU:;7 | B102:04/jun"
"KQ4062N",NA,"B102:02/jun | S1FU:;7 | B102:ponta aberta | S1FU:20/jun"
"KQ4064N",NA,"S1FU:;7 | S1FU:16/jun | B102:04/jun | B102:enfezamento "
"KQ4065N",NA,"B102:enfezamento  | S1FU:22/jun | B102:06/jun | S1FU:;7"
"KQ4068N",NA,"S1FU:;7 | B102:enfezamento  | B102:10/jun | S1FU:20/jun"
"KQ4069N",NA,"S1FU:;7 | S1FU:20/jun | B102:08/jun | B102:enfezamento "
"KQ4071N",NA,"B102:06/jun | B102:enfezamento "
"KQ4078N",NA,"B102:enfezamento  | B102:31/mai | S1FU:22/jun | S1FU:006 | S1FU:;8"
"KQ4079N",NA,"S1FU:20/jun | B102:enfezamento  | S1FU:;7 | B102:02/jun"
"KQ4080N",NA,"B102:enfezamento  | B102:06/jun | S1FU:;7 | S1FU:22/jun"
"KQ4081N",NA,"B102:germ | S1FU:24/jun | B102:10/jun | S1FU:5;7"
"KQ4084N",NA,"S1FU:;7 | B102:04/jun | S1FU:20/jun | B102:enfezamento "
"KQ4086N",NA,"S1FU:24/jun | S1FU:;"
"KQ4089N",NA,"B102:04/jun | B102:ponta aberta | S1FU:20/jun | S1FU:;7"
"KQ4091N",NA,"S1FU:22/jun | S1FU:;7 | B102:enfezamento  | B102:06/jun"
"KQ4092N",NA,"B102:02/jun | B102:enfezamento  | S1FU:;7 | S1FU:16/jun"
"KQ4093N",NA,"B102:02/jun | S1FU:18/jun | B102:ponta aberta  | S1FU:;7"
"KQ4095N",NA,"S1FU:;7 | S1FU:18/jun | B102:02/jun | B102:enfezamento "
"KQ4097N",NA,"A202:testador  | A202:19/jan | S2FU:2X | A202:2X | S2FU:6 | S2FU:09/fev"
"KQ4098N",NA,"A202:19/jan | A202:2X | S2FU:6 | S2FU:03/fev | S2FU:2X | A202:testador "
"LQ1001N",NA,"A201:D | A201:20/jan"
"LQ1002N",NA,"A201:D | A201:16/jan"
"LQ1003N",NA,"A201:20/jan | A201:T"
"LQ1004N",NA,"A201:20/jan | A201:D"
"LQ1005N",NA,"A201:D | A201:20/jan"
"LQ1006N",NA,"A201:D | A201:18/jan"
"LQ1007N",NA,"A201:D | A201:D | A201:24/jan"
"LQ1008N",NA,"A201:20/jan | A201:D"
"LQ1009N",NA,"A201:D | A201:20/jan"
"LQ1010N",NA,"A201:T | A201:20/jan"
"LQ1011N",NA,"A201:D | A201:20/jan"
"LQ1012N",NA,"A201:20/jan | A201:D"
"LQ1013N",NA,"A201:D | A201:20/jan"
"LQ1029N",NA,"A201:16/jan | A201:D"
"LQ1030N",NA,"A201:D | A201:18/jan"
"LQ1079N",NA,"D105:05/jun | D105:não dá para avaliar muito enfezado e acamado | A201:D | A201:Training set | A201:12/jan"
"LQ1081N",NA,"A201:16/jan | A201:Training set | A201:D"
"LQ1082N",NA,"A201:D | A201:16/jan | A201:Training set"
"LQ1093N",NA,"A201:D | A201:12/jan | A201:Training set"
"LQ1094N",NA,"A201:D | A201:Training set | A201:14/jan"
"LQ1103N",NA,"A201:16/jan | A201:Training set | A201:D"
"LQ1116N",NA,"A201:Training set | A201:14/jan | A201:T"
"LQ1118N",NA,"A201:D | A201:20/jan"
"LQ1119N",NA,"A201:14/jan"
"LQ1120N",NA,"A201:D | A201:16/jan"
"LQ1121N",NA,"A201:D | A201:16/jan"
"LQ1122N",NA,"A201:T | A201:16/jan"
"LQ1123N",NA,"A201:D | A201:18/jan"
"LQ1124N",NA,"A201:D | A201:20/jan"
"LQ1139N",NA,"A201:D | A201:18/jan | A201:Training set"
"LQ1147N",NA,"A201:Training set | A201:D | A201:16/jan"
"LQ1207N",NA,"D105:11/jun | A201:Training set | A201:20/jan | A201:D"
"LQ1270N",NA,"A201:D | A201:16/jan"
"LQ1271N",NA,"A201:18/jan | A201:D"
"LQ1272N",NA,"A201:D | A201:14/jan"
"LQ1273N",NA,"A201:16/jan | A201:D"
"LQ1326N",NA,"D105:11/jun | A201:Training set | A201:18/jan | A201:D"
"LQ1371N",NA,"A201:D | A201:14/jan"
"LQ1372N",NA,"A201:14/jan | A201:D"
"LQ1373N",NA,"A201:D | A201:16/jan"
"LQ1374N",NA,"A201:16/jan | A201:D"
"LQ1375N",NA,"A201:12/jan"
"LQ1376N",NA,"A201:16/jan | A201:D"
"LQ1377N",NA,"A201:D | A201:12/jan"
"LQ1378N",NA,"A201:14/jan | A201:T"
"LQ1379N",NA,"A201:D | A201:12/jan"
"LQ1380N",NA,"A201:16/jan | A201:D"
"LQ1381N",NA,"A201:D | A201:16/jan"
"LQ1382N",NA,"A201:D | A201:14/jan"
"LQ1383N",NA,"A201:T | A201:16/jan"
"LQ1384N",NA,"A201:D | A201:16/jan"
"LQ1385N",NA,"A201:D | A201:16/jan"
"LQ1386N",NA,"A201:14/jan | A201:D"
"LQ1387N",NA,"A201:14/jan | A201:D"
"LQ1402N",NA,"A201:14/jan | A201:D | A201:Training set"
"LQ1420N",NA,"D105:09/jun | A201:Training set | A201:18/jan"
"LQ1422N",NA,"A201:20/jan | A201:D"
"LQ1423N",NA,"A201:22/jan | A201:T"
"LQ1424N",NA,"A201:D | A201:20/jan"
"LQ1425N",NA,"A201:D | A201:20/jan"
"LQ1426N",NA,"A201:D | A201:18/jan"
"LQ1427N",NA,"A201:D | A201:18/jan"
"LQ1428N",NA,"A201:D | A201:14/jan"
"LQ1429N",NA,"A201:20/jan | A201:D"
"LQ1430N",NA,"A201:22/jan | A201:T"
"LQ1431N",NA,"A201:D | A201:20/jan"
"LQ1447N",NA,"A201:18/jan | A201:Training set | A201:T"
"LQ1453N",NA,"A201:22/jan | A201:D | A201:Training set"
"LQ1454N",NA,"A201:22/jan | A201:D | A201:Training set"
"LQ1455N",NA,"A201:22/jan | A201:D | A201:Training set"
"LQ1456N",NA,"A201:Training set | A201:D | A201:22/jan"
"LQ1458N",NA,"A201:Training set | A201:22/jan | A201:D"
"LQ1459N",NA,"A201:D | A201:20/jan | A201:Training set"
"LQ1460N",NA,"A201:D | A201:22/jan | A201:Training set"
"LQ1461N",NA,"A201:22/jan | A201:Training set | A201:D"
